EventId;ProcessId;EventType;Severity;EventDescription;KB_URL
LIBJNX_EXEC_FAILED;ANY;Undefined;2;exec failed for child process;Undefined
LIBJNX_EXEC_PIPE;ANY;Undefined;2;JUNOS process could not create pipes to child process;Undefined
LIBJNX_EXEC_WEXIT;ANY;Undefined;4;Child process exited abnormally;Undefined
LIBJNX_FILE_COPY_FAILED;ANY;Undefined;2;JUNOS process could not copy file;Undefined
LIBJNX_FILE_SYSTEM_FAIL;ANY;Undefined;2;Process could not obtain file system status information;Undefined
LIBJNX_FILE_SYSTEM_SPACE;ANY;Undefined;3;File system did not have free space for storing files;Undefined
LIBJNX_INVALID_XML_DATA;ANY;Undefined;2;Input to XML parser was invalid;Undefined
LIBJNX_LOGIN_ACCOUNTS_NOT_LOCKED;ANY;Undefined;4;User accounts are not locked;Undefined
LIBJNX_LOGIN_ACCOUNT_LOCKED;ANY;Undefined;4;User account has been locked;Undefined
LIBJNX_LOGIN_ACCOUNT_NOT_LOCKED;ANY;Undefined;4;User account is not locked;Undefined
LIBJNX_LOGIN_ACCOUNT_UNLOCKED;ANY;Undefined;4;User account has been unlocked;Undefined
LIBJNX_LOGIN_ACCT_NOT_UNLOCKED;ANY;Undefined;2;User account could not be unlocked;Undefined
LIBJNX_PRIV_LOWER_FAILED;ANY;Undefined;2;JUNOS process could not revert to original user ID;Undefined
LIBJNX_PRIV_RAISE_FAILED;ANY;Undefined;2;JUNOS process could not assume root user ID;Undefined
LIBJNX_SOCKET_BUFF_ERROR;ANY;Undefined;2;Socket buffer error -;Undefined
LIBJNX_SOCKET_FLUSH_TIMEOUT;ANY;Undefined;2;Socket flush operation timed out;Undefined
LIBJNX_XML_DECODE_FAILED;ANY;Undefined;2;Parser skipped data because of invalid XML encoding;Undefined
LIBJSNMP_CTX_FAILURE;ANY;Undefined;2;Error in sub-agents SNMP context;Undefined
LIBJSNMP_IPC_ERROR;ANY;Undefined;2;Error in IPC messaging during SNMP processing;Undefined
LIBJSNMP_IPC_READ_ERROR;ANY;Undefined;2;IPC message read failures during SNMP processing;Undefined
LIBJSNMP_MTHD_API_UNKNOWN_TYPE;ANY;Undefined;2;Unknown SNMP object indexing type;Undefined
LIBJSNMP_NS_LOG_CRIT;ANY;Undefined;1;SNMP related critical message;Undefined
LIBJSNMP_OID_GEN_FAILED;ANY;Undefined;2;SNMP object string to OID conversion failed;Undefined
LIBJSNMP_READ_LEN_ERR;ANY;Undefined;2;Error in rtsocket message for SNMP related operation;Undefined
LIBJSNMP_RTMSIZE_MISMATCH_ERR;ANY;Undefined;2;Error in rtsocket message for SNMP related operation;Undefined
LIBJSNMP_SMS_HDR_ERR;ANY;Undefined;2;SNMP sub-agent message corruption;Undefined
LIBJSNMP_SMS_MSG_ERR;ANY;Undefined;2;SNMP sub-agent message corruption;Undefined
LIBJSNMP_SOCKET_OPEN_ERR;ANY;Undefined;2;Error in opening routing socket;Undefined
LIBJSNMP_SOCKET_VER_MISMATCH;ANY;Undefined;2;Errors in routing socket version between kernel and application;Undefined
LIBJSNMP_TRAP_API_FAILURE;ANY;Undefined;2;Internal error while creating SNMP trap PDU;Undefined
LIBJSNMP_TRAP_UTILS_ERR;ANY;Undefined;2;Error while creating traps;Undefined
LIBSERVICED_OUTBOUND_REQUEST;ANY;Undefined;2;Execution of remote client command failed;Undefined
LIBSERVICED_SNMP_LOST_CONNECTION;ANY;Undefined;2;Client connection was lost while reading message;Undefined
LIBSERVICED_SNMP_STATSET_INVALID;ANY;Undefined;2;An invalid cache entry update message was received;Undefined
LLDP_NEIGHBOR_DOWN;LOG_DAEMON;Undefined;4;LLDP neighbor is down.;Undefined
LLDP_NEIGHBOR_UP;LOG_DAEMON;Undefined;4;New LLDP neighbor has come up.;Undefined
LOGIN_ABORTED;LOG_AUTH;Undefined;4;Login attempt was cancelled;Undefined
LOGIN_ATTEMPTS_THRESHOLD;LOG_AUTH;Undefined;4;Threshold for unsuccessful authentication attempts reached;Undefined
LOGIN_FAILED;LOG_AUTH;Undefined;4;Login attempt failed;Undefined
LOGIN_FAILED_LIMIT;LOG_AUTH;Undefined;4;Login attempts failed over configured auditable threshold;Undefined
LOGIN_FAILED_SET_CONTEXT;LOG_AUTH;Undefined;2;login could not set context for user;Undefined
LOGIN_FAILED_SET_LOGIN;LOG_AUTH;Undefined;2;login could not set login ID;Undefined
LOGIN_HOSTNAME_UNRESOLVED;LOG_AUTH;Undefined;2;login could not resolve remote hostname;Undefined
LOGIN_MALFORMED_USER;LOG_AUTH;Undefined;4;Username was invalid;Undefined
LOGIN_PAM_AUTHENTICATION_ERROR;LOG_AUTH;Undefined;3;PAM authentication attempt failed;Undefined
LOGIN_PAM_ERROR;LOG_AUTH;Undefined;2;PAM authentication failed because of an error;Undefined
LOGIN_PAM_MAX_RETRIES;LOG_AUTH;Undefined;2;Limit for failed PAM authentication attempts was exceeded;Undefined
LOGIN_PAM_STOP;LOG_AUTH;Undefined;2;login could not end PAM session;Undefined
LOGIN_PAM_USER_UNKNOWN;LOG_AUTH;Undefined;2;PAM authentication failed because username was unknown;Undefined
LOGIN_PASSWORD_EXPIRED;LOG_AUTH;Undefined;4;Password was expired;Undefined
LOGIN_REFUSED;LOG_AUTH;Undefined;4;Login attempt was rejected;Undefined
LOGIN_ROOT;LOG_AUTH;Undefined;4;Root user was authenticated and logged in;Undefined
LOGIN_TIMED_OUT;LOG_AUTH;Undefined;4;Login attempt timed out;Undefined
MPLS_OAM_FANOUT_LIMIT_REACHED;LOG_DAEMON;Undefined;4;Traceroute fanout limit was reached;Undefined
MPLS_OAM_INVALID_SOURCE_ADDRESS;LOG_DAEMON;Undefined;2;Invalid source address used for traceroute;Undefined
MPLS_OAM_PATH_LIMIT_REACHED;LOG_DAEMON;Undefined;4;Traceroute path limit was reached;Undefined
MPLS_OAM_SEND_FAILED;LOG_DAEMON;Undefined;2;mplsoamd could not send traceroute probe;Undefined
MPLS_OAM_SOCKET_OPEN_FAILED;LOG_DAEMON;Undefined;2;mplsoamd could not open traceroute socket;Undefined
MPLS_OAM_SOCKET_SELECT_FAILED;LOG_DAEMON;Undefined;2;mplsoamd could not select traceroute socket;Undefined
MPLS_OAM_TRACEROUTE_INTERRUPTED;LOG_DAEMON;Undefined;4;Traceroute was interrupted;Undefined
MPLS_OAM_TTL_EXPIRED;LOG_DAEMON;Undefined;4;Traceroute TTL limit was reached;Undefined
MPLS_OAM_UNREACHABLE;LOG_DAEMON;Undefined;4;Traceroute discovered an unreachable node;Undefined
MSVCS_LOG_SESSION_CLOSE;ANY;Undefined;4;A session was closed.;Undefined
MSVCS_LOG_SESSION_OPEN;ANY;Undefined;4;A new session was created and opened;Undefined
NEXTHOP_COMPONENTS_LIMIT_REACHED;ANY;Undefined;2;The next hop had too many components;Undefined
NTPDATE_TIME_CHANGED;ANY;Undefined;4;ntp changed the time to;Undefined
NTPD_CHANGED_TIME;ANY;Undefined;4;ntp changed the time to %f;Undefined
PARSE_WARN_DUPLICATE_ROUTER_AD;LOG_DAEMON;Undefined;3;Duplicate router-advertisement for some interface;Undefined
PARSE_WARN_NO_LS_ROUTER_AD_CFG;LOG_DAEMON;Undefined;3;Vrrpd has detected router-advertisement is not configured for some logical system interface;Undefined
PARSE_WARN_NO_ROUTER_AD_CFG;LOG_DAEMON;Undefined;3;Router-advertisement not configured for some interface;Undefined
PARSE_WARN_PROXY_ARP_CFG_ERR;LOG_DAEMON;Undefined;3;Multiple vrrp groups on same subnet not allowed with proxy arp;Undefined
PFED_NOTIFICATION_STATS_FAILED;LOG_PFE;Undefined;3;pfed could not fetch notification statistics;Undefined
PFE_ANALYZER_CFG_FAILED;ANY;Undefined;2;Error while performing a configuration;Undefined
PFE_ANALYZER_SHIM_CFG_FAILED;ANY;Undefined;2;Error while configuring the hardware;Undefined
PFE_ANALYZER_TABLE_WRITE_FAILED;ANY;Undefined;2;Analyzer configuration failed for the ifl index;Undefined
PFE_ANALYZER_TASK_FAILED;ANY;Undefined;2;Error while performing a task;Undefined
PFE_CBF_UNSUPPORTED;ANY;Undefined;3;Internet Processor I does not support CoS-based forwarding;Undefined
PFE_COS_B2_ONE_CLASS;ANY;Undefined;2;B2 only supports one classifier at a time.;Undefined
PFE_COS_B2_UNSUPPORTED;ANY;Undefined;2;B2 FPC cannot support this classifier.;Undefined
PFE_FW_DELETE_MISMATCH_ERR;LOG_PFE;Undefined;2;Firewall mismatch detected during deletion of firewall;Undefined
PFE_FW_IF_DIALER_ERR;LOG_PFE;Undefined;2;Requested dialer filter created invalid traffic path;Undefined
PFE_FW_IF_INPUT_ERR;LOG_PFE;Undefined;2;Requested input firewall created invalid traffic path;Undefined
PFE_FW_IF_OUTPUT_ERR;LOG_PFE;Undefined;2;Requested output firewall created invalid traffic path;Undefined
PFE_FW_PSF_DELETE_MISMATCH_ERR;LOG_PFE;Undefined;2;Firewall mismatch detected during deletion of postservice firewall;Undefined
PFE_FW_SYSLOG_ETH;ANY;Undefined;4;Ethernet frame matched stateless firewall filter;Undefined
PFE_FW_SYSLOG_IP;ANY;Undefined;4;IP packet matched stateless firewall filter;Undefined
PFE_FW_SYSLOG_IP6_GEN;ANY;Undefined;4;IPv6 packet matched stateless firewall filter;Undefined
PFE_FW_SYSLOG_IP6_ICMP;ANY;Undefined;4;Firewall system log event occurred for IPv6 ICMP packet;Undefined
PFE_FW_SYSLOG_IP6_TCP_UDP;ANY;Undefined;4;Firewall system log event occurred for IPv6 TCP/UDP packet;Undefined
PFE_SCREEN_MT_CFG_ERROR;LOG_PFE;Undefined;2;screen config failure;Undefined
PFE_SCREEN_MT_CFG_EVENT;LOG_PFE;Undefined;4;screen config;Undefined
PFE_SCREEN_MT_ZONE_BINDING_ERROR;LOG_PFE;Undefined;2;screen config failure;Undefined
PPMD_MIRROR_ERROR;LOG_NEWS;Undefined;3;bfdd could not initialize mirror subsystem;Undefined
PPMD_OPEN_ERROR;LOG_NEWS;Undefined;2;ppmd could not initialize protocol;Undefined
PPMD_WRITE_ERROR;LOG_NEWS;Undefined;2;ppmd could not write message to pipe;Undefined
PPPD_AUTH_CREATE_FAILED;LOG_AUTH;Undefined;2;pppd could not allocate authentication object;Undefined
PPPD_CHAP_AUTH_IN_PROGRESS;LOG_AUTH;Undefined;2;pppd received overlapping CHAP response;Undefined
PPPD_CHAP_GETHOSTNAME_FAILED;LOG_AUTH;Undefined;2;pppd could not obtain hostname for outgoing CHAP packet;Undefined
PPPD_CHAP_INVALID_IDENTIFIER;LOG_AUTH;Undefined;4;CHAP message had unexpected identifier;Undefined
PPPD_CHAP_INVALID_OPCODE;LOG_AUTH;Undefined;2;Operation code was invalid;Undefined
PPPD_CHAP_LOCAL_NAME_UNAVAILABLE;LOG_AUTH;Undefined;2;pppd could not determine value for 'Name' in outgoing packet;Undefined
PPPD_CHAP_OPERATION_UNEXPECTED;LOG_AUTH;Undefined;4;CHAP message had unexpected operation type;Undefined
PPPD_CHAP_REPLAY_ATTACK_DETECTED;LOG_AUTH;Undefined;2;pppd detected replay attack;Undefined
PPPD_EVLIB_CREATE_FAILURE;LOG_AUTH;Undefined;2;pppd could not create event library context;Undefined
PPPD_LOCAL_CREATE_FAILED;LOG_AUTH;Undefined;2;pppd could not allocate 'password' authentication module;Undefined
PPPD_MEMORY_ALLOCATION_FAILURE;LOG_AUTH;Undefined;2;pppd could not allocate memory;Undefined
PPPD_PAP_GETHOSTNAME_FAILED;LOG_AUTH;Undefined;2;pppd could not obtain hostname for outgoing PAP packet;Undefined
PPPD_PAP_INVALID_IDENTIFIER;LOG_AUTH;Undefined;4;PAP message identifier was invalid;Undefined
PPPD_PAP_INVALID_OPCODE;LOG_AUTH;Undefined;2;Operation code for PAP message was invalid;Undefined
PPPD_PAP_LOCAL_PASSWORD_UNAVAIL;LOG_AUTH;Undefined;2;pppd could not determine 'Password' for outgoing packet;Undefined
PPPD_PAP_OPERATION_UNEXPECTED;LOG_AUTH;Undefined;4;PAP message had unexpected operation type;Undefined
PPPD_POOL_ADDRESSES_EXHAUSTED;LOG_AUTH;Undefined;2;pppd could not assign address from pool to remote peer;Undefined
PPPD_RADIUS_ADD_SERVER_FAILED;LOG_AUTH;Undefined;2;pppd could not add RADIUS server;Undefined
PPPD_RADIUS_ALLOC_PASSWD_FAILED;LOG_AUTH;Undefined;2;pppd could not allocate temporary CHAP RADIUS password;Undefined
PPPD_RADIUS_CREATE_FAILED;LOG_AUTH;Undefined;2;pppd could not allocate RADIUS authentication module;Undefined
PPPD_RADIUS_CREATE_REQ_FAILED;LOG_AUTH;Undefined;2;pppd could not create RADIUS request object;Undefined
PPPD_RADIUS_GETADDRINFO_FAILED;LOG_AUTH;Undefined;2;pppd could not resolve RADIUS server address;Undefined
PPPD_RADIUS_GETHOSTNAME_FAILED;LOG_AUTH;Undefined;2;pppd could not obtain hostname for outgoing RADIUS message;Undefined
PPPD_RADIUS_MESSAGE_UNEXPECTED;LOG_AUTH;Undefined;2;Unexpected message received from RADIUS server;Undefined
PPPD_RADIUS_NO_VALID_SERVERS;LOG_AUTH;Undefined;2;pppd could not access valid RADIUS server for profile;Undefined
PPPD_RADIUS_OPEN_FAILED;LOG_AUTH;Undefined;2;pppd could not open channel to RADIUS server;Undefined
PPPD_RADIUS_ROUTE_INST_ENOENT;LOG_AUTH;Undefined;4;Routing instance for routing RADIUS requests was not defined;Undefined
RMOPD_ADDRESS_MULTICAST_INVALID;LOG_DAEMON;Undefined;2;Request failed because multicast address was specified;Undefined
RMOPD_ADDRESS_SOURCE_INVALID;LOG_DAEMON;Undefined;4;Source host address was invalid;Undefined
RMOPD_ADDRESS_STRING_FAILURE;LOG_DAEMON;Undefined;2;rmopd could not convert numeric address to string;Undefined
RMOPD_ADDRESS_TARGET_INVALID;LOG_DAEMON;Undefined;2;Target host address was invalid;Undefined
RMOPD_ICMP6_ADDR_TYPE_UNSUPPORTED;LOG_DAEMON;Undefined;2;Address type is not supported;Undefined
RMOPD_ICMP_ADDR_TYPE_UNSUPPORTED;LOG_DAEMON;Undefined;2;Address type is not supported;Undefined
RMOPD_IFINDEX_NOT_ACTIVE;LOG_DAEMON;Undefined;2;Interface was not active;Undefined
RMOPD_IFINDEX_NO_INFO;LOG_DAEMON;Undefined;2;rmopd could not retrieve information about interface;Undefined
RMOPD_IFNAME_NOT_ACTIVE;LOG_DAEMON;Undefined;2;Interface was not active;Undefined
RMOPD_IFNAME_NO_INFO;LOG_DAEMON;Undefined;2;rmopd could not retrieve information about interface;Undefined
RMOPD_ROUTING_INSTANCE_NO_INFO;LOG_DAEMON;Undefined;2;rmopd could not retrieve information about routing instance;Undefined
RMOPD_TRACEROUTE_ERROR;LOG_DAEMON;Undefined;4;Traceroute application generated error;Undefined
RPD_AMT_CFG_ADDR_FMLY_INVALID;ANY;Undefined;3;Invalid address family detected in configuration;Undefined
RPD_AMT_CFG_ANYCAST_INVALID;ANY;Undefined;3;Invalid anycast-prefix detected in configuration;Undefined
RPD_AMT_CFG_ANYCAST_MCAST;ANY;Undefined;3;Anycast-prefix cannot be a multicast address;Undefined
RPD_AMT_CFG_LOC_ADDR_INVALID;ANY;Undefined;3;Invalid local-address detected in configuration;Undefined
RPD_AMT_CFG_LOC_ADDR_MCAST;ANY;Undefined;3;Local-address cannot be a multicast address;Undefined
RPD_AMT_CFG_PREFIX_LEN_SHORT;ANY;Undefined;3;Mask length for anycast prefix too short;Undefined
RPD_AMT_CFG_RELAY_INVALID;ANY;Undefined;3;Invalid relay detected in configuration;Undefined
RPD_AMT_RELAY_DISCOVERY;ANY;Undefined;4;AMT relay discovery event;Undefined
RPD_AMT_TUNNEL_CREATE;ANY;Undefined;4;AMT tunnel create event;Undefined
RPD_AMT_TUNNEL_DELETE;ANY;Undefined;4;AMT tunnel delete event;Undefined
RPD_AMT_UCAST_STRM_LMT_EXCEEDED;ANY;Undefined;2;AMT unicast-stream-limit exceeded;Undefined
RPD_BFD_READ_ERROR;LOG_DAEMON;Undefined;4;rpd could not read message on pipe from bfdd;Undefined
RPD_BFD_WRITE_ERROR;LOG_DAEMON;Undefined;2;rpd could not write message on pipe to bfdd;Undefined
RPD_BGP_CFG_ADDR_INVALID;ANY;Undefined;3;An invalid address detected in configuration;Undefined
RPD_BGP_CFG_LOCAL_ASNUM_WARN;ANY;Undefined;3;Local as-number cannot be set to confederation as-number;Undefined
RPD_CFG_TRACE_FILE_MISSING;ANY;Undefined;3;Trace file missing under a traceoptions hierarchy;Undefined
RPD_DYN_CFG_GET_SES_TYPE_FAILED;LOG_DAEMON;Undefined;2;rpd failed to get the session type;Undefined
RPD_DYN_CFG_RESPONSE_SLOW;LOG_DAEMON;Undefined;2;rpd is responding slowly to dynamic config requests;Undefined
RPD_DYN_CFG_SET_CONTEXT_FAILED;LOG_DAEMON;Undefined;2;rpd failed to set up dynamic configuration context;Undefined
RPD_DYN_CFG_SMID_RECOVERY_FAILED;LOG_DAEMON;Undefined;2;rpd failed to send recovery complete to SMID;Undefined
RPD_DYN_CFG_SMID_REG_FAILED;LOG_DAEMON;Undefined;4;rpd failed to register with SMID;Undefined
RPD_DYN_CFG_SMID_UNREG_FAILED;LOG_DAEMON;Undefined;2;rpd failed to unregister with SMID;Undefined
RPD_ESIS_ADJDOWN;LOG_DAEMON;Undefined;4;ES-IS adjacency was terminated;Undefined
RPD_ESIS_ADJUP;LOG_DAEMON;Undefined;4;ES-IS adjacency was established;Undefined
RPD_EXIT;LOG_DAEMON;Undefined;4;rpd exited;Undefined
RPD_FEC129_AII_COLLISION;LOG_DAEMON;Undefined;2;Advertisement from a remote PE had the same attachment individual identifier as a local site;Undefined
RPD_FEC129_AII_COLLISION_CLEARED;LOG_DAEMON;Undefined;4;A collision between two attachment individual identifiers has been cleared;Undefined
RPD_FEC129_REMOTE_AII_COLLISION;LOG_DAEMON;Undefined;2;Two remote PEs advertised the same attachment individual identifier;Undefined
RPD_IFD_INDEXCOLLISION;LOG_DAEMON;Undefined;2;Interface index-to-name mapping differed for kernel and rpd;Undefined
RPD_IFD_NAMECOLLISION;LOG_DAEMON;Undefined;2;Interface name-to-index mapping differed for kernel and rpd;Undefined
RPD_IFL_INDEXCOLLISION;LOG_DAEMON;Undefined;2;Interface index-to-name mapping differed for kernel and rpd;Undefined
RPD_IFL_NAMECOLLISION;LOG_DAEMON;Undefined;2;Interface name-to-index mapping differed for kernel and rpd;Undefined
RPD_IGMP_ACCOUNTING_OFF;LOG_DAEMON;Undefined;4;IGMP accounting off;Undefined
RPD_IGMP_ACCOUNTING_ON;LOG_DAEMON;Undefined;4;IGMP accounting on;Undefined
RPD_IGMP_ALL_SUBSCRIBERS_DELETED;LOG_DAEMON;Undefined;4;All IGMP subscribers deleted;Undefined
RPD_IGMP_CFG_CREATE_ENTRY_FAILED;LOG_DAEMON;Undefined;2;IGMP failed to create configuration entry;Undefined
RPD_IGMP_CFG_GROUP_OUT_OF_RANGE;LOG_DAEMON;Undefined;2;Configuration object contained a group that is out of range;Undefined
RPD_IGMP_CFG_INVALID_VALUE;LOG_DAEMON;Undefined;2;Configuration object contained an invalid value;Undefined
RPD_IGMP_CFG_SOURCE_OUT_OF_RANGE;LOG_DAEMON;Undefined;2;Configuration object contained a source that is out of range;Undefined
RPD_IGMP_DYN_CFG_ALREADY_BOUND;LOG_DAEMON;Undefined;2;Dynamic configuration session id already bound to an interface;Undefined
RPD_IGMP_DYN_CFG_INVALID_STMT;LOG_DAEMON;Undefined;2;Dynamic configuration instantiation request rejected due to invalid statement;Undefined
RPD_IGMP_DYN_CFG_SES_ID_ADD_FAIL;LOG_DAEMON;Undefined;2;Failed to add dynamic configuration session id;Undefined
RPD_IGMP_DYN_CFG_SES_ID_MISMATCH;LOG_DAEMON;Undefined;2;Dynamic configuration instantiation request rejected due to session id mismatch;Undefined
RPD_IGMP_GROUP_LIMIT_EXCEED;LOG_DAEMON;Undefined;3;IGMP Groups on given interface exceeded configured limit;Undefined
RPD_IGMP_GROUP_THRESHOLD_EXCEED;LOG_DAEMON;Undefined;3;IGMP Groups on given interface exceeded configured threshold;Undefined
RPD_IGMP_GRP_THRESH_LIMIT_BELOW;LOG_DAEMON;Undefined;3;IGMP Groups on given interface below configured threshold;Undefined
RPD_IGMP_JOIN;LOG_DAEMON;Undefined;4;IGMP join event;Undefined
RPD_IGMP_LEAVE;LOG_DAEMON;Undefined;4;IGMP leave event;Undefined
RPD_IGMP_MEMBERSHIP_TIMEOUT;LOG_DAEMON;Undefined;4;IGMP group membership timeout event;Undefined
RPD_IGMP_ROUTER_VERSION_MISMATCH;LOG_DAEMON;Undefined;3;IGMP version check;Undefined
RPD_ISIS_ADJUP;LOG_DAEMON;Undefined;4;IS-IS adjacency was established;Undefined
RPD_ISIS_ADJUPNOIP;LOG_DAEMON;Undefined;4;ISO-only IS-IS adjacency was established;Undefined
RPD_ISIS_LDP_SYNC;LOG_DAEMON;Undefined;3;IS-IS and LDP lost synchronization;Undefined
RPD_ISIS_NO_ROUTERID;LOG_DAEMON;Undefined;2;IS-IS instance did not have router ID;Undefined
RPD_KRT_CCC_IFL_MODIFY;LOG_DAEMON;Undefined;4;Modification of CCC-related interface state failed;Undefined
RPD_KRT_DELETED_RTT;LOG_DAEMON;Undefined;2;Kernel message referred to deleted routing table;Undefined
RPD_KRT_IFA_GENERATION;LOG_DAEMON;Undefined;4;Mapping of interface address and index differed for kernel and rpd;Undefined
RPD_KRT_IFDCHANGE;LOG_DAEMON;Undefined;2;Request for interface state change failed;Undefined
RPD_KRT_IFDEST_GET;LOG_DAEMON;Undefined;2;Request for interface state failed;Undefined
RPD_KRT_IFDGET;LOG_DAEMON;Undefined;2;Request for interface state failed;Undefined
RPD_KRT_IFD_CELL_RELAY_INV_MODE;LOG_DAEMON;Undefined;4;Kernel specified invalid cell-relay mode for physical interface;Undefined
RPD_KRT_IFD_CELL_RELAY_NO_MODE;LOG_DAEMON;Undefined;4;Kernel did not specify cell-relay mode;Undefined
RPD_KRT_IFD_GENERATION;LOG_DAEMON;Undefined;4;Mapping of physical interface and index differed for kernel and rpd;Undefined
RPD_KRT_IFL_CELL_RELAY_INV_MODE;LOG_DAEMON;Undefined;4;Kernel specified invalid cell-relay mode for logical interface;Undefined
RPD_KRT_IFL_CELL_RELAY_NO_MODE;LOG_DAEMON;Undefined;4;Kernel did not specify cell-relay mode in the IFL message;Undefined
RPD_KRT_IFL_GENERATION;LOG_DAEMON;Undefined;4;Mapping of logical interface and index differed for kernel and rpd;Undefined
RPD_KRT_NEXTHOP_OVERFLOW;LOG_DAEMON;Undefined;2;Next hops for route exceeded limit;Undefined
RPD_KRT_NOIFD;LOG_DAEMON;Undefined;2;Physical interface not recognized;Undefined
RPD_KRT_VERSION;LOG_DAEMON;Undefined;2;Routing socket version unsupported by kernel;Undefined
RPD_KRT_VERSIONNONE;LOG_DAEMON;Undefined;2;Routing socket message type unsupported by kernel;Undefined
RPD_KRT_VERSIONOLD;LOG_DAEMON;Undefined;2;Routing socket message type versions differed for kernel and rpd;Undefined
RPD_KRT_VPLS_IFL_MODIFY;LOG_DAEMON;Undefined;4;Modification of VPLS-related interface state failed;Undefined
RPD_L2VPN_INSTANCE_NOT_FOUND;LOG_DAEMON;Undefined;2;Layer 2 VPN instance object was not found;Undefined
RPD_L2VPN_LABEL_ALLOC_FAILED;LOG_DAEMON;Undefined;2;Limit on label allocation exceeded;Undefined
RPD_L2VPN_REMOTE_SITE_COLLISION;LOG_DAEMON;Undefined;3;Two remote sites had same site ID;Undefined
RPD_L2VPN_SITE_COLLISION;LOG_DAEMON;Undefined;2;Advertisement had local site ID;Undefined
RPD_LAYER2_VC_BFD_DOWN;LOG_DAEMON;Undefined;4;BFD session for Layer 2 VPN VC went down;Undefined
RPD_LAYER2_VC_BFD_UP;LOG_DAEMON;Undefined;4;BFD session for Layer 2 VPN VC came up;Undefined
RPD_LAYER2_VC_DOWN;LOG_DAEMON;Undefined;4;Layer 2 VPN VC changed state to down or deleted;Undefined
RPD_LAYER2_VC_PING_DOWN;LOG_DAEMON;Undefined;4;Ping for Layer 2 VPN VC failed;Undefined
RPD_LAYER2_VC_UP;LOG_DAEMON;Undefined;4;Layer 2 VPN VC changed state to up;Undefined
RPD_LDP_BFD_DOWN;LOG_DAEMON;Undefined;4;LDP BFD session for FEC went down;Undefined
RPD_LDP_BFD_DOWN_TRACEROUTE_FAIL;LOG_DAEMON;Undefined;4;RPD terminated LDP BFD sessions for FEC due to traceroute failure;Undefined
RPD_LDP_BFD_UP;LOG_DAEMON;Undefined;4;LDP BFD session for FEC came up;Undefined
RPD_LDP_GR_CFG_IGNORED;ANY;Undefined;3;LDP GR configuration ignored;Undefined
RPD_LDP_INTF_BLOCKED;LOG_DAEMON;Undefined;3;LDP interface was blocked;Undefined
RPD_LDP_INTF_UNBLOCKED;LOG_DAEMON;Undefined;3;Previously blocked LDP interface was unblocked;Undefined
RPD_LDP_PING_DOWN;LOG_DAEMON;Undefined;4;LSP ping for LDP FEC failed;Undefined
RPD_LDP_SESSIONDOWN;LOG_DAEMON;Undefined;4;LDP session was terminated;Undefined
RPD_LDP_SESSIONUP;LOG_DAEMON;Undefined;4;LDP session was established;Undefined
RPD_LMP_ALLOC_ACK;LOG_DAEMON;Undefined;2;Acknowledgment included invalid context;Undefined
RPD_LMP_ALLOC_REQUEST_TIMEOUT;LOG_DAEMON;Undefined;2;Label allocation request timed out;Undefined
RPD_LMP_CONTROL_CHANNEL;LOG_DAEMON;Undefined;2;Control message referenced nonexistent channel;Undefined
RPD_LMP_NO_CALLBACK;LOG_DAEMON;Undefined;2;rpd could not report label removal;Undefined
RPD_LMP_NO_MEMORY;LOG_DAEMON;Undefined;2;Memory allocation failed;Undefined
RPD_LMP_NO_PEER;LOG_DAEMON;Undefined;2;rpd could not locate peer;Undefined
RPD_LMP_PEER;LOG_DAEMON;Undefined;2;Operation failed for peer;Undefined
RPD_LMP_PEER_IFL;LOG_DAEMON;Undefined;2;Logical interface operation failed for peer;Undefined
RPD_LMP_PEER_INDEX;LOG_DAEMON;Undefined;2;rpd could not allocate peer index;Undefined
RPD_LMP_RESOURCE;LOG_DAEMON;Undefined;2;Resource operation failed;Undefined
RPD_LMP_RESOURCE_NO_LINK;LOG_DAEMON;Undefined;2;rpd could not find TE link for resource;Undefined
RPD_LMP_SEND;LOG_DAEMON;Undefined;2;rpd could not send message to lmpd;Undefined
RPD_LMP_SEND_ALLOCATION_MESSAGE;LOG_DAEMON;Undefined;2;rpd could not send allocation message;Undefined
RPD_LMP_SYSFAIL;LOG_DAEMON;Undefined;2;lmpd was not running;Undefined
RPD_LMP_TE_LINK;LOG_DAEMON;Undefined;2;TE-link operation failed;Undefined
RPD_LMP_TE_LINK_INDEX;LOG_DAEMON;Undefined;2;rpd could not allocate TE-link index;Undefined
RPD_LOCK_FLOCKED;LOG_DAEMON;Undefined;2;rpd could not obtain mutual exclusion lock;Undefined
RPD_LOCK_LOCKED;LOG_DAEMON;Undefined;2;rpd could not obtain mutual exclusion lock;Undefined
RPD_MC_CFG_CREATE_ENTRY_FAILED;LOG_DAEMON;Undefined;2;Multicast failed to create configuration entry;Undefined
RPD_MC_CFG_FWDCACHE_CONFLICT;ANY;Undefined;3;Conflict detected in multicast forwarding cache threshold values;Undefined
RPD_MC_CFG_PREFIX_LEN_SHORT;ANY;Undefined;3;Mask length for prefix too short;Undefined
RPD_MC_COSD_WRITE_ERROR;LOG_DAEMON;Undefined;4;rpd could not write message on pipe to COS process;Undefined
RPD_MC_DESIGNATED_PE_CHANGE;LOG_DAEMON;Undefined;4;rpd changed designated forwarder for backup-pe-group.;Undefined
RPD_MC_DYN_CFG_ALREADY_BOUND;LOG_DAEMON;Undefined;2;Dynamic configuration session id already bound to an interface;Undefined
